GG	GG	GG	GG		older brother male friend guys
狗日的	Dog day	Dog day	Dog day		someone dog fucked child bastard
国猪	Country pigs	Country pig	In pigs		derogatory Chinese national football soccer poor frustrates embarrasses
海龟	Turtle	Sea turtle	Sea turtle	turtle for	nickname Chinese people studied abroad returned China
汗	sweat	Khan	sweat	seeperspiration sweat be speechless out of helplessness embarrassment etc used as interjection	sweat embarrassed dumbfounded Japanese anime
黑木耳	Black Fungus	Auricularia Auricula	Black fungus	Auricularia auricula-judae edible fungus	black fungus woman vagina physical resemblance
河蟹	River crab	Chinese Mitten Crab	River crab	river crab censorship pun harmonious which is blocked by great firewall of China	river crab pun harmonious avoid censorship mock Chinese government promote harmonious society
火星人	Martian	The Martians	Martians	Martian	Mars touch reality current news events fashion trends culture etc
叫床	Call bed	Called bed	Jiaochuang	to cry out ecstasy during lovemaking	moan yell scream make noises sex
教兽	Teach animals	Teaches beast	Teach beast		pun professor educators questionable moral character harm good students bad evil teachers
叫兽	Called beast	Call beast	The beast		pun professor educators questionable moral character harm good students bad evil teachers
J8	J8	J8	J8		Penis dick cock cocky arrogant fuck damn
鸡巴	Dick	Dick	Dick	dick penis vulgar	Penis dick cock cocky arrogant fuck damn
JJ	JJ	JJ	JJ		Penis dick cock
鸡鸡	Chicken	Chicken chicken	Penis	penis childish	Penis dick cock
加油	Refueling	Come on	Come on.	to add oil top up with gas refuel accelerate step gas fig make extra effort cheer sb on	encouragement support good luck go for try your best wish you well
JC	JC	JC	JC		police
囧	Oops	Embarrassed	Embarrassed	variant of used as emoticon smiley meaning embarrassed sad depressed or frustrated	Chinese character pictogram shocked amused stupefied Taiwan Orz
基情	gay love	Base stand	Bromance	slang bromance gay love	Gay love relationship men jokingly straight
基友	gay friend	Gay friend	Bestie	slang very close same-sex friend gay partner	Homosexuals homosexual partners jokingly good male friends
JP	JP	JP	JP		high quality online netizens sarcastically extreme opposite annoying obnoxious person lousy
极品	Need for	Acura	The best	best quality em of highest quality outrageous annoying extreme gross person with these qualities	high quality online netizens sarcastically extreme opposite annoying obnoxious person lousy
菊花	chrysanthemum	Chrysanthemum	Chrysanthemum	chrysanthemum anus	chrysanthemum flower asshole anus
坑爹	Pit father	Damn	Cheat your papa	Internet dishonest fraudulent deceptive	questionable intentions deceive cheat sucks unfair screwed ironic undesirable circumstance
KJ	KJ	KJ	KJ		Oral sex
老外	foreigner	The foreigner	Foreigner	coll foreigner esp non Asian person layman amateur	Foreigner
LD	LD	LD	LD		leadership government officials
雷	mine	Ray	Thunder;mine;Ray（surname);shocking(Internet Slang)	surname Leithunder mine weapon terrifying terrific	thunder lightning shock dumbfounded fallen over rendered speechless stupefied
泪	tears	Tears	tear	tears	tear teardrop sadness crying
李刚	Li Gang	Gang Li	The gang		government official deputy chief Baoding City Public Security Bureau hit two girls killed driving drunk Hebei University campus witnesses leaving confronted sue synonymous above law government connections
临时工	Temporary workers	Part-time	Temporary worker	day laborer temporary work	Temporary worker joke China companies governments blame mistakes nameless escape responsibility embarrassment
撸	Line	Lu	Lu	dialect rub one's hand along fire employee reprimand	rub hand male masturbation stroking penis
LZ	LZ	LZ	LZ		person first original post BBS topic
楼主	The landlord	LZ	The landlord	original poster online forum landlord of building traditional	person first original post BBS topic
MB	MB	MB	MB		MLGB mother’s cunt motherfucker
妈比	Mother than	MOM	Mother		MLGB mother’s cunt motherfucker
卖萌	Sell ​​Meng	Sell MoE	Acting cute	slang  cute	 cute play
米国人	Rice people	American	The U.S.		Americans
ML	ML	ML	ML		Make Love have sex
MLGB	MLGB	MLGB	MLGB		Mother’s cunt motherfucker
美分	Cents	Cents	Cent	one cent United States coin	Chinese netizens worship United States side critical China
么么哒	What Mody	Yao Yao da	Mua		kiss Smooches
MM	MM	MM	MM		Little sister young girl pretty private part vagina
脑残	moron	Brain damage	Brain-impaired	moronic brainless bonehead retard	Mental retardation disability disorder person retarded brain dead utterly stupid
内牛满面	Within cow sounded	Neiniu all	Tearful		tears flowing all over face
泪流满面	Tears	Tears	Be brimming with tears	cheeks streaming with tears idiom	tears flowing all over face
NND	NND	NND	NND		Damn dammit fuck fucking
你娘的	Your mother's	Your mother	Your mother		Damn dammit fuck fucking
奶奶的	Grandma's	Grandma's	Granny	damn blast 	Damn dammit fuck fucking
TMD	TMD	TMD	TMD		Damn dammit fuck fucking
逆天	Guards	Playing God	The guards	to be defiance of natural order	against heaven extremely against nature unnatural
NB	NB	NB	NB		self-important egotistical arrogant cocky person confident daring impressive amazing awesome Badass hardcore equivalents
牛屄	Cattle 屄	Niu 屄	Niubi	awesome capable vulgar arrogant cocky bastard vulgar	self-important egotistical arrogant cocky person confident daring impressive amazing awesome Badass hardcore equivalents
汉子	Tough girl	Women men	Tough girl	masculine woman	Manly woman Chinese meme women look feminine outside pure men inside manners bearing cheerful candid optimistic bearing responsibility strong heart aura stronger influence others girly tomboys manly
OL	OL	OL	OL		Office Lady
炮友	friends with benefits	Sex friends	Sex partner	fuck buddy friend with benefits	Friends benefits
喷子	Sprayer	Spray	Sprayer	sprayer spraying apparatus firearm troll hater	sprayer flamers complainers bashers critics haters people netizens commenters excessively unreasonably critical
PG	PG	PG	PG		Butt ass buttocks rear
屁股	butt	Bottom	Butt	buttocks bottom butt back part	Butt ass buttocks rear
PK	PK	PK	PK		player-killing player killer Chinese competition contest defeating
P民	P people	The rabble	P people	slang shitizen commoner hoi polloi	Rabble lowly people Chinese netizens suggest government rich powerful rest unimportant
屁民	Fart people	The rabble	Shitizen	slang shitizen commoner hoi polloi	Rabble lowly people Chinese netizens suggest government rich powerful rest unimportant
PS	PS	PS	PS		photoshopped picture
PO主	PO master	PO	The main PO		Original poster
QJ	QJ	QJ	QJ		Rape
亲	Dear	Kiss	Dear	parent one's own flesh blood relative related marriage bride close intimate person first-hand favor of pro kiss dearparents-in-law of one's offspring	Dear affectionate address merchants Chinese ecommerce marketplace Taobao netizens amusement
喝茶	Please have tea	Tea	Have tea	lit invite tea fig of police etc interrogate sb about their subversive political activities warn them against further involvement	invite tea police state security authorities arresting interrogating pretense coffee
取关	Take off	Get close	Take off	to unfollow microblog etc	Unfollow unsubscribe
日	day	Day	day	abbr for Japansun day date day of month	Fuck
弱爆	Weak burst	Weaker explosions	Weak burst	slang weak pathetic subpar sucks	weak pathetic lousy weakness
SB	SB	SB	SB		Stupid
傻屄	Silly 屄	Asshole	Stupid cunt	stupid cunt vulgar also written	Stupid
傻B	Silly B.	Stupid b	Silly Ass	variant of	Stupid
2B	2B	2B	2B		Stupid
SN	SN	SN	SN		places patrons relax bathe massages frequently sexual services
伤不起	Can not afford hurt	Can't afford	Vulnerable	slang 's just pits so unfair unbearable	handle hurt deal
山寨	Cottage	Copycatting	Copycat	fortified hill village mountain stronghold esp of bandits fig knockoff goods counterfeit imitation	mountain village fake cheap copied goods make poor
烧饼	Biscuits	Sesame seed	Clay oven rolls	baked sesame seed-coated cake	variant original poster stupid cunt
神回复	God replies	God replies	God replies		legendary godly response reply comment
圣母	Our Lady	Notre Dame	Mary	Holy Mother goddess Virgin Mary	holy mother Virgin Mary Chinese saints people bleeding hearts self-righteous holier-than-thou admonishing criticizing non-politically-correct inappropriate insensitive comments remarks jokes pejorative serious party poopers fun
手贱	Hand cheap	Base	Hand base		Online tempting fate clicking link view regret unaccidently
SY	SY	SY	SY		Masturbating
手淫	Masturbation	Masturbation	Masturbation	to masturbate masturbation	Masturbating
水军	Navy	Navy	Navy	navy archaic	water army individuals groups companies paid post comments help shape public opinion subject hired promote slander competitors
台巴子	Taiwan Pakistan child	Palestinian child	Ba Ba Zi	Taiwanese yokel derog	ethnic slur Taiwanese people
天朝	Heavenly	China	China	Celestial Empire tributary title conferred imperial China Taiping Heavenly Kingdom	Heavenly Kingdom Celestial nickname China government
吐槽	Tucao	Complain	Make complaints	slang roast ridicule also pr	Transliterated Japanese word tsukkomi question comment creatively ironic funny oversimplified complain grumble
TF	TF	TF	TF		Bandits Nickname male members mostly-Shanghainese KDS BBS discussion forum
土匪	bandit	Bandit	Bandit	bandit	Bandits Nickname male members mostly-Shanghainese KDS BBS discussion forum
土豪	Tuhao	Local	Vulgar tycoon	local tyrant local strong man nouveau riche	local tyrant powerful people landowners meme newly-released gold-colored Apple iPhone 5S wealthy crowd affinity ostentatious nouveau connotations lack refined tastes showy crass arrogant domineering
TJ	TJ	TJ	TJ		Swallowing semen ejaculate
吞精	Swallow fine	Swallowing sperm	Our	to swallow semen	Swallowing semen ejaculate
TMD	TMD	TMD	TMD		Damn dammit fuck fucking your MD
他妈的	Fuck	Damn 	Damn 	taboo curse damn fucking	Damn dammit fuck fucking your MD
TT	TT	TT	TT		Condom
套套	Condom	Condom	A condom	methods old tricks condom	Condom
WX	WX	WX	WX		Obscene  indecently
蜗居	Dwelling	Snail House	Dwelling	snail's home fig humble abode	snail home shabby small residence ideal afford live space
五毛党	Fifty cents party	Five Maoists	50 Fen party	fifty cents party person supposed relay government propaganda sites	People allegedly secretly paid 50 cents RMB post comment praises supports defends criticism attack country government Communist Party Netizens nationalistic accused spreading propaganda guiding public opinion
小攻	Small attack	Small attack	Attack	slang top homosexual relationship	top gay relationship partner masculine role gives penetrates
XJ	XJ	XJ	XJ		young woman miss girls provide company sexual services exchange money
小姐	Miss	Miss	Miss	young lady miss prostitute	young woman miss girls provide company sexual services exchange money
小三	Primary Three	Mistress	Mistress	mistress other woman coll grade elementary school	third party marriage husband’s mistress Liba
小受	Small subject	Small	Small	bottom homosexual relationship	bottom gay relationship partner feminine role receives penetrated
熊孩子	bad boy	Bear boy	Naughty kid	little devil brat	brat naughty child young children mischievious unruly behavior dumbfounding frustrating cute
学霸	Learn Pa	Xueba	Straight student	top student bookworm	Academic tyrant nickname top students academic overachievers
学渣	Learn slag	A looser of study	Dumbass		Academic dreg nickname worst students academic underachievers
鸭梨	Pear	Pressure	Pear	Chinese white pear Pyrus bretschneideri	internet pun stress pressure burden
压力山大	Tremendous stress	Pressure Alexander	Under mountain-like pressure	jocularly under great pressure	mountains of stress extremely stressed pressure
央屎	Central feces	Central concrete	Central.		pun abbreviation CCTV China Central TV Shit
YD	YD	YD	YD		Lewd obscene dirty perverted
淫荡	lewd	Slutty	Lewd	loose morals lascivious licentious lewd	Lewd obscene dirty perverted
野战	Field	Field	Field operations	battlefield operation paintball	field operations exhibitionism sex public places risks seen caught
晕	gosh	Halo	halo	confused dizzy giddy faint swoon lose consciousness pass out dizzy halo	Faint dizzy surprise shock amusement disgust
YY	YY	YY	YY		Fantasizing thinking strangely pervertedly
意淫	Obscenity	Yy	Psycholagny	fantasize sexual fantasy	Fantasizing thinking strangely pervertedly
宅	House	House	house	residence coll stay home hang	preference habit staying indoors home socializing homebodies nerds lacking skills social activities otaku
装B	B installed	Loading b	Install B	 pretentious prick	pretend poser  self-righteous self-important egotistical pretentious cunt popular Shanghainese IB install pretend 13
装屄	Installed	With cunt	Cunt.	 pretentious prick	pretend poser  self-righteous self-important egotistical pretentious cunt popular Shanghainese IB install pretend 13
ZF	ZF	ZF	ZF		government netizens avoid filters censors attention
ZG	ZG	ZG	ZG		China
砖家	Brick home	Brick house	Brick house		pun expert netizens false television news advance agendas truth accuse disagreeable position opinion
砖头	brick	Brick	brick	brick	criticism
ZW	ZW	ZW	ZW		masturbate
醉了	drunk	Drunk	Drunk		stunned awe admiration wowed dumbfounded dismayed disdainful rolling
